scenario_id,condition,seed,rule_question_asking_rate,rule_reasoning_trace_rate,rule_target_error_preservation,rule_feedback_uptake_rate,rule_near_transfer_attempt,rule_premature_correctness,rule_role_drift_rate,rule_any_role_drift,rule_over_technical_rate,rule_any_over_technical,rule_bare_answer_rate,rule_contradiction_rate,rule_any_unsupported,rule_correction_timing_index,rule_correction_turn_idx,rule_misconception_persists_to_end,n_learner_turns,n_tutor_turns,ablation,expected_drop
SC_1919,C1_ablate_revise,91,0.8,1.0,False,1.0,True,False,0.0,False,0.0,False,0.0,0.25,True,0.0,0,False,5,5,C1_ablate_revise,TA2
SC_0009,C2_ablate_misconception,17,0.8181818181818182,0.9090909090909091,False,1.0,True,True,0.0,False,0.0,False,0.0,0.2,True,0.0,0,False,11,11,C2_ablate_misconception,SS2
SC_0009,C2_ablate_misconception,42,0.8181818181818182,0.9090909090909091,False,1.0,True,True,0.0,False,0.0,False,0.0,0.2,True,0.0,0,False,11,11,C2_ablate_misconception,SS2
SC_0009,C2_ablate_misconception,91,0.8181818181818182,0.9090909090909091,False,1.0,True,True,0.0,False,0.0,False,0.0,0.2,True,0.0,0,False,11,11,C2_ablate_misconception,SS2
SC_0014,C2_ablate_misconception,17,0.6,0.6,False,1.0,True,True,0.0,False,0.0,False,0.0,0.25,True,0.0,0,False,5,5,C2_ablate_misconception,SS2
SC_0014,C2_ablate_misconception,42,0.6,0.6,False,1.0,True,True,0.0,False,0.0,False,0.0,0.25,True,0.0,0,False,5,5,C2_ablate_misconception,SS2
SC_0014,C2_ablate_misconception,91,0.6,0.6,False,1.0,True,True,0.0,False,0.0,False,0.0,0.25,True,0.0,0,False,5,5,C2_ablate_misconception,SS2
SC_0195,C2_ablate_misconception,17,0.5,0.75,False,,True,True,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4,C2_ablate_misconception,SS2
SC_0195,C2_ablate_misconception,42,0.5,0.75,False,,True,True,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4,C2_ablate_misconception,SS2
SC_0195,C2_ablate_misconception,91,0.5,0.75,False,,True,True,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4,C2_ablate_misconception,SS2
SC_0243,C2_ablate_misconception,17,0.8181818181818182,0.8181818181818182,False,1.0,True,True,0.0,False,0.0,False,0.0,0.2,True,0.0,0,False,11,11,C2_ablate_misconception,SS2
SC_0243,C2_ablate_misconception,42,0.8181818181818182,0.8181818181818182,False,1.0,True,True,0.0,False,0.0,False,0.0,0.2,True,0.0,0,False,11,11,C2_ablate_misconception,SS2
SC_0243,C2_ablate_misconception,91,0.8181818181818182,0.8181818181818182,False,1.0,True,True,0.0,False,0.0,False,0.0,0.2,True,0.0,0,False,11,11,C2_ablate_misconception,SS2
SC_0265,C2_ablate_misconception,17,0.7777777777777778,0.8888888888888888,False,,True,True,0.0,False,0.0,False,0.0,0.25,True,0.0,0,False,9,9,C2_ablate_misconception,SS2
SC_0265,C2_ablate_misconception,42,0.7777777777777778,0.8888888888888888,False,,True,True,0.0,False,0.0,False,0.0,0.25,True,0.0,0,False,9,9,C2_ablate_misconception,SS2
SC_0265,C2_ablate_misconception,91,0.7777777777777778,0.8888888888888888,False,,True,True,0.0,False,0.0,False,0.0,0.25,True,0.0,0,False,9,9,C2_ablate_misconception,SS2
SC_0292,C2_ablate_misconception,17,0.7777777777777778,0.7777777777777778,False,,True,True,0.1111111111111111,True,0.0,False,0.0,0.25,True,0.0,0,False,9,9,C2_ablate_misconception,SS2
SC_0292,C2_ablate_misconception,42,0.7777777777777778,0.7777777777777778,False,,True,True,0.1111111111111111,True,0.0,False,0.0,0.25,True,0.0,0,False,9,9,C2_ablate_misconception,SS2
SC_0292,C2_ablate_misconception,91,0.7777777777777778,0.7777777777777778,False,,True,True,0.1111111111111111,True,0.0,False,0.0,0.25,True,0.0,0,False,9,9,C2_ablate_misconception,SS2
SC_0323,C2_ablate_misconception,17,0.6,0.8,False,1.0,True,True,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5,C2_ablate_misconception,SS2
SC_0323,C2_ablate_misconception,42,0.6,0.8,False,1.0,True,True,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5,C2_ablate_misconception,SS2
SC_0323,C2_ablate_misconception,91,0.6,0.8,False,1.0,True,True,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5,C2_ablate_misconception,SS2
SC_0561,C2_ablate_misconception,17,0.8181818181818182,0.8181818181818182,False,1.0,True,True,0.0,False,0.0,False,0.0,0.2,True,0.0,0,False,11,11,C2_ablate_misconception,SS2
SC_0561,C2_ablate_misconception,42,0.8181818181818182,0.8181818181818182,False,1.0,True,True,0.0,False,0.0,False,0.0,0.2,True,0.0,0,False,11,11,C2_ablate_misconception,SS2
SC_0561,C2_ablate_misconception,91,0.8181818181818182,0.8181818181818182,False,1.0,True,True,0.0,False,0.0,False,0.0,0.2,True,0.0,0,False,11,11,C2_ablate_misconception,SS2
SC_0605,C2_ablate_misconception,17,0.6666666666666666,0.6666666666666666,False,1.0,True,True,0.0,False,0.0,False,0.0,0.4,True,0.0,0,False,6,6,C2_ablate_misconception,SS2
SC_0605,C2_ablate_misconception,42,0.6666666666666666,0.6666666666666666,False,1.0,True,True,0.0,False,0.0,False,0.0,0.4,True,0.0,0,False,6,6,C2_ablate_misconception,SS2
SC_0605,C2_ablate_misconception,91,0.6666666666666666,0.6666666666666666,False,1.0,True,True,0.0,False,0.0,False,0.0,0.4,True,0.0,0,False,6,6,C2_ablate_misconception,SS2
SC_0800,C2_ablate_misconception,17,0.6,0.8,False,,True,True,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5,C2_ablate_misconception,SS2
SC_0800,C2_ablate_misconception,42,0.6,0.8,False,,True,True,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5,C2_ablate_misconception,SS2
SC_0800,C2_ablate_misconception,91,0.6,0.8,False,,True,True,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5,C2_ablate_misconception,SS2
SC_0921,C2_ablate_misconception,17,0.6666666666666666,0.6666666666666666,False,1.0,True,True,0.0,False,0.0,False,0.0,0.4,True,0.0,0,False,6,6,C2_ablate_misconception,SS2
SC_0921,C2_ablate_misconception,42,0.6666666666666666,0.6666666666666666,False,1.0,True,True,0.0,False,0.0,False,0.0,0.4,True,0.0,0,False,6,6,C2_ablate_misconception,SS2
SC_0921,C2_ablate_misconception,91,0.6666666666666666,0.6666666666666666,False,1.0,True,True,0.0,False,0.0,False,0.0,0.4,True,0.0,0,False,6,6,C2_ablate_misconception,SS2
SC_1260,C2_ablate_misconception,17,0.8,0.9,False,,True,True,0.0,False,0.0,False,0.0,0.2222222222222222,True,0.0,0,False,10,10,C2_ablate_misconception,SS2
SC_1260,C2_ablate_misconception,42,0.8,0.9,False,,True,True,0.0,False,0.0,False,0.0,0.2222222222222222,True,0.0,0,False,10,10,C2_ablate_misconception,SS2
SC_1260,C2_ablate_misconception,91,0.8,0.9,False,,True,True,0.0,False,0.0,False,0.0,0.2222222222222222,True,0.0,0,False,10,10,C2_ablate_misconception,SS2
SC_1293,C2_ablate_misconception,17,0.7777777777777778,0.8888888888888888,False,,True,True,0.0,False,0.0,False,0.0,0.25,True,0.0,0,False,9,9,C2_ablate_misconception,SS2
SC_1293,C2_ablate_misconception,42,0.7777777777777778,0.8888888888888888,False,,True,True,0.0,False,0.0,False,0.0,0.25,True,0.0,0,False,9,9,C2_ablate_misconception,SS2
SC_1293,C2_ablate_misconception,91,0.7777777777777778,0.8888888888888888,False,,True,True,0.0,False,0.0,False,0.0,0.25,True,0.0,0,False,9,9,C2_ablate_misconception,SS2
SC_1314,C2_ablate_misconception,17,0.75,0.875,False,1.0,True,True,0.0,False,0.0,False,0.0,0.14285714285714285,True,0.0,0,False,8,8,C2_ablate_misconception,SS2
SC_1314,C2_ablate_misconception,42,0.75,0.875,False,1.0,True,True,0.0,False,0.0,False,0.0,0.14285714285714285,True,0.0,0,False,8,8,C2_ablate_misconception,SS2
SC_1314,C2_ablate_misconception,91,0.75,0.875,False,1.0,True,True,0.0,False,0.0,False,0.0,0.14285714285714285,True,0.0,0,False,8,8,C2_ablate_misconception,SS2
SC_1368,C2_ablate_misconception,17,0.6,0.6,False,,True,True,0.4,True,0.0,False,0.0,0.25,True,0.0,0,False,5,5,C2_ablate_misconception,SS2
SC_1368,C2_ablate_misconception,42,0.6,0.6,False,,True,True,0.4,True,0.0,False,0.0,0.25,True,0.0,0,False,5,5,C2_ablate_misconception,SS2
SC_1368,C2_ablate_misconception,91,0.6,0.6,False,,True,True,0.4,True,0.0,False,0.0,0.25,True,0.0,0,False,5,5,C2_ablate_misconception,SS2
SC_1429,C2_ablate_misconception,17,0.5,0.5,False,,True,True,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4,C2_ablate_misconception,SS2
SC_1429,C2_ablate_misconception,42,0.5,0.5,False,,True,True,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4,C2_ablate_misconception,SS2
SC_1429,C2_ablate_misconception,91,0.5,0.5,False,,True,True,0.0,False,0.0,False,0.0,0.3333333333333333,True,0.0,0,False,4,4,C2_ablate_misconception,SS2
SC_1437,C2_ablate_misconception,17,0.8333333333333334,0.9166666666666666,False,1.0,True,True,0.0,False,0.0,False,0.0,0.18181818181818182,True,0.0,0,False,12,12,C2_ablate_misconception,SS2
SC_1437,C2_ablate_misconception,42,0.8333333333333334,0.9166666666666666,False,1.0,True,True,0.0,False,0.0,False,0.0,0.18181818181818182,True,0.0,0,False,12,12,C2_ablate_misconception,SS2
SC_1437,C2_ablate_misconception,91,0.8333333333333334,0.9166666666666666,False,1.0,True,True,0.0,False,0.0,False,0.0,0.18181818181818182,True,0.0,0,False,12,12,C2_ablate_misconception,SS2
SC_1523,C2_ablate_misconception,17,0.6666666666666666,0.8333333333333334,False,1.0,True,True,0.0,False,0.0,False,0.0,0.2,True,0.0,0,False,6,6,C2_ablate_misconception,SS2
SC_1523,C2_ablate_misconception,42,0.6666666666666666,0.8333333333333334,False,1.0,True,True,0.0,False,0.0,False,0.0,0.2,True,0.0,0,False,6,6,C2_ablate_misconception,SS2
SC_1523,C2_ablate_misconception,91,0.6666666666666666,0.8333333333333334,False,1.0,True,True,0.0,False,0.0,False,0.0,0.2,True,0.0,0,False,6,6,C2_ablate_misconception,SS2
SC_1527,C2_ablate_misconception,17,0.6,0.6,False,,True,True,0.2,True,0.0,False,0.0,0.25,True,0.0,0,False,5,5,C2_ablate_misconception,SS2
SC_1527,C2_ablate_misconception,42,0.6,0.6,False,,True,True,0.2,True,0.0,False,0.0,0.25,True,0.0,0,False,5,5,C2_ablate_misconception,SS2
SC_1527,C2_ablate_misconception,91,0.6,0.6,False,,True,True,0.2,True,0.0,False,0.0,0.25,True,0.0,0,False,5,5,C2_ablate_misconception,SS2
SC_1572,C2_ablate_misconception,17,0.5,0.5,False,,True,True,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4,C2_ablate_misconception,SS2
SC_1572,C2_ablate_misconception,42,0.5,0.5,False,,True,True,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4,C2_ablate_misconception,SS2
SC_1572,C2_ablate_misconception,91,0.5,0.5,False,,True,True,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4,C2_ablate_misconception,SS2
SC_1786,C2_ablate_misconception,17,0.6,0.6,False,1.0,True,True,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5,C2_ablate_misconception,SS2
SC_1786,C2_ablate_misconception,42,0.6,0.6,False,1.0,True,True,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5,C2_ablate_misconception,SS2
SC_1786,C2_ablate_misconception,91,0.6,0.6,False,1.0,True,True,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5,C2_ablate_misconception,SS2
SC_1804,C2_ablate_misconception,17,0.5,0.75,False,1.0,True,True,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4,C2_ablate_misconception,SS2
SC_1804,C2_ablate_misconception,42,0.5,0.75,False,1.0,True,True,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4,C2_ablate_misconception,SS2
SC_1804,C2_ablate_misconception,91,0.5,0.75,False,1.0,True,True,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4,C2_ablate_misconception,SS2
SC_1820,C2_ablate_misconception,17,0.7777777777777778,0.8888888888888888,False,1.0,True,True,0.0,False,0.0,False,0.0,0.125,True,0.0,0,False,9,9,C2_ablate_misconception,SS2
SC_1820,C2_ablate_misconception,42,0.7777777777777778,0.8888888888888888,False,1.0,True,True,0.0,False,0.0,False,0.0,0.125,True,0.0,0,False,9,9,C2_ablate_misconception,SS2
SC_1820,C2_ablate_misconception,91,0.7777777777777778,0.8888888888888888,False,1.0,True,True,0.0,False,0.0,False,0.0,0.125,True,0.0,0,False,9,9,C2_ablate_misconception,SS2
SC_1838,C2_ablate_misconception,17,0.875,0.875,False,,True,True,0.125,True,0.0,False,0.0,0.13333333333333333,True,0.0,0,False,16,16,C2_ablate_misconception,SS2
SC_1838,C2_ablate_misconception,42,0.875,0.875,False,,True,True,0.125,True,0.0,False,0.0,0.13333333333333333,True,0.0,0,False,16,16,C2_ablate_misconception,SS2
SC_1838,C2_ablate_misconception,91,0.875,0.875,False,,True,True,0.125,True,0.0,False,0.0,0.13333333333333333,True,0.0,0,False,16,16,C2_ablate_misconception,SS2
SC_1919,C2_ablate_misconception,17,0.6,0.8,False,1.0,True,True,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5,C2_ablate_misconception,SS2
SC_1919,C2_ablate_misconception,42,0.6,0.8,False,1.0,True,True,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5,C2_ablate_misconception,SS2
SC_1919,C2_ablate_misconception,91,0.6,0.8,False,1.0,True,True,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5,C2_ablate_misconception,SS2
SC_0009,C2_ablate_gradual,17,0.8181818181818182,0.9090909090909091,False,1.0,True,True,0.0,False,0.0,False,0.0,0.2,True,0.0,0,False,11,11,C2_ablate_gradual,SS4
SC_0009,C2_ablate_gradual,42,0.8181818181818182,0.9090909090909091,False,1.0,True,True,0.0,False,0.0,False,0.0,0.2,True,0.0,0,False,11,11,C2_ablate_gradual,SS4
SC_0009,C2_ablate_gradual,91,0.8181818181818182,0.9090909090909091,False,1.0,True,True,0.0,False,0.0,False,0.0,0.2,True,0.0,0,False,11,11,C2_ablate_gradual,SS4
SC_0014,C2_ablate_gradual,17,0.6,0.6,False,1.0,True,True,0.0,False,0.0,False,0.0,0.25,True,0.0,0,False,5,5,C2_ablate_gradual,SS4
SC_0014,C2_ablate_gradual,42,0.6,0.6,False,1.0,True,True,0.0,False,0.0,False,0.0,0.25,True,0.0,0,False,5,5,C2_ablate_gradual,SS4
SC_0014,C2_ablate_gradual,91,0.6,0.6,False,1.0,True,True,0.0,False,0.0,False,0.0,0.25,True,0.0,0,False,5,5,C2_ablate_gradual,SS4
SC_0195,C2_ablate_gradual,17,0.5,0.75,False,,True,True,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4,C2_ablate_gradual,SS4
SC_0195,C2_ablate_gradual,42,0.5,0.75,False,,True,True,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4,C2_ablate_gradual,SS4
SC_0195,C2_ablate_gradual,91,0.5,0.75,False,,True,True,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4,C2_ablate_gradual,SS4
SC_0243,C2_ablate_gradual,17,0.8181818181818182,0.8181818181818182,False,1.0,True,True,0.0,False,0.0,False,0.0,0.2,True,0.0,0,False,11,11,C2_ablate_gradual,SS4
SC_0243,C2_ablate_gradual,42,0.8181818181818182,0.8181818181818182,False,1.0,True,True,0.0,False,0.0,False,0.0,0.2,True,0.0,0,False,11,11,C2_ablate_gradual,SS4
SC_0243,C2_ablate_gradual,91,0.8181818181818182,0.8181818181818182,False,1.0,True,True,0.0,False,0.0,False,0.0,0.2,True,0.0,0,False,11,11,C2_ablate_gradual,SS4
SC_0265,C2_ablate_gradual,17,0.7777777777777778,0.8888888888888888,False,,True,True,0.0,False,0.0,False,0.0,0.25,True,0.0,0,False,9,9,C2_ablate_gradual,SS4
SC_0265,C2_ablate_gradual,42,0.7777777777777778,0.8888888888888888,False,,True,True,0.0,False,0.0,False,0.0,0.25,True,0.0,0,False,9,9,C2_ablate_gradual,SS4
SC_0265,C2_ablate_gradual,91,0.7777777777777778,0.8888888888888888,False,,True,True,0.0,False,0.0,False,0.0,0.25,True,0.0,0,False,9,9,C2_ablate_gradual,SS4
SC_0292,C2_ablate_gradual,17,0.7777777777777778,0.7777777777777778,False,,True,True,0.1111111111111111,True,0.0,False,0.0,0.25,True,0.0,0,False,9,9,C2_ablate_gradual,SS4
SC_0292,C2_ablate_gradual,42,0.7777777777777778,0.7777777777777778,False,,True,True,0.1111111111111111,True,0.0,False,0.0,0.25,True,0.0,0,False,9,9,C2_ablate_gradual,SS4
SC_0292,C2_ablate_gradual,91,0.7777777777777778,0.7777777777777778,False,,True,True,0.1111111111111111,True,0.0,False,0.0,0.25,True,0.0,0,False,9,9,C2_ablate_gradual,SS4
SC_0323,C2_ablate_gradual,17,0.6,0.8,False,1.0,True,True,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5,C2_ablate_gradual,SS4
SC_0323,C2_ablate_gradual,42,0.6,0.8,False,1.0,True,True,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5,C2_ablate_gradual,SS4
SC_0323,C2_ablate_gradual,91,0.6,0.8,False,1.0,True,True,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5,C2_ablate_gradual,SS4
SC_0561,C2_ablate_gradual,17,0.8181818181818182,0.8181818181818182,False,1.0,True,True,0.0,False,0.0,False,0.0,0.2,True,0.0,0,False,11,11,C2_ablate_gradual,SS4
SC_0561,C2_ablate_gradual,42,0.8181818181818182,0.8181818181818182,False,1.0,True,True,0.0,False,0.0,False,0.0,0.2,True,0.0,0,False,11,11,C2_ablate_gradual,SS4
SC_0561,C2_ablate_gradual,91,0.8181818181818182,0.8181818181818182,False,1.0,True,True,0.0,False,0.0,False,0.0,0.2,True,0.0,0,False,11,11,C2_ablate_gradual,SS4
SC_0605,C2_ablate_gradual,17,0.6666666666666666,0.6666666666666666,False,1.0,True,True,0.0,False,0.0,False,0.0,0.4,True,0.0,0,False,6,6,C2_ablate_gradual,SS4
SC_0605,C2_ablate_gradual,42,0.6666666666666666,0.6666666666666666,False,1.0,True,True,0.0,False,0.0,False,0.0,0.4,True,0.0,0,False,6,6,C2_ablate_gradual,SS4
SC_0605,C2_ablate_gradual,91,0.6666666666666666,0.6666666666666666,False,1.0,True,True,0.0,False,0.0,False,0.0,0.4,True,0.0,0,False,6,6,C2_ablate_gradual,SS4
SC_0800,C2_ablate_gradual,17,0.6,0.8,False,,True,True,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5,C2_ablate_gradual,SS4
SC_0800,C2_ablate_gradual,42,0.6,0.8,False,,True,True,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5,C2_ablate_gradual,SS4
SC_0800,C2_ablate_gradual,91,0.6,0.8,False,,True,True,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5,C2_ablate_gradual,SS4
SC_0921,C2_ablate_gradual,17,0.6666666666666666,0.6666666666666666,False,1.0,True,True,0.0,False,0.0,False,0.0,0.4,True,0.0,0,False,6,6,C2_ablate_gradual,SS4
SC_0921,C2_ablate_gradual,42,0.6666666666666666,0.6666666666666666,False,1.0,True,True,0.0,False,0.0,False,0.0,0.4,True,0.0,0,False,6,6,C2_ablate_gradual,SS4
SC_0921,C2_ablate_gradual,91,0.6666666666666666,0.6666666666666666,False,1.0,True,True,0.0,False,0.0,False,0.0,0.4,True,0.0,0,False,6,6,C2_ablate_gradual,SS4
SC_1260,C2_ablate_gradual,17,0.8,0.9,False,,True,True,0.0,False,0.0,False,0.0,0.2222222222222222,True,0.0,0,False,10,10,C2_ablate_gradual,SS4
SC_1260,C2_ablate_gradual,42,0.8,0.9,False,,True,True,0.0,False,0.0,False,0.0,0.2222222222222222,True,0.0,0,False,10,10,C2_ablate_gradual,SS4
SC_1260,C2_ablate_gradual,91,0.8,0.9,False,,True,True,0.0,False,0.0,False,0.0,0.2222222222222222,True,0.0,0,False,10,10,C2_ablate_gradual,SS4
SC_1293,C2_ablate_gradual,17,0.7777777777777778,0.8888888888888888,False,,True,True,0.0,False,0.0,False,0.0,0.25,True,0.0,0,False,9,9,C2_ablate_gradual,SS4
SC_1293,C2_ablate_gradual,42,0.7777777777777778,0.8888888888888888,False,,True,True,0.0,False,0.0,False,0.0,0.25,True,0.0,0,False,9,9,C2_ablate_gradual,SS4
SC_1293,C2_ablate_gradual,91,0.7777777777777778,0.8888888888888888,False,,True,True,0.0,False,0.0,False,0.0,0.25,True,0.0,0,False,9,9,C2_ablate_gradual,SS4
SC_1314,C2_ablate_gradual,17,0.75,0.875,False,1.0,True,True,0.0,False,0.0,False,0.0,0.14285714285714285,True,0.0,0,False,8,8,C2_ablate_gradual,SS4
SC_1314,C2_ablate_gradual,42,0.75,0.875,False,1.0,True,True,0.0,False,0.0,False,0.0,0.14285714285714285,True,0.0,0,False,8,8,C2_ablate_gradual,SS4
SC_1314,C2_ablate_gradual,91,0.75,0.875,False,1.0,True,True,0.0,False,0.0,False,0.0,0.14285714285714285,True,0.0,0,False,8,8,C2_ablate_gradual,SS4
SC_1368,C2_ablate_gradual,17,0.6,0.6,False,,True,True,0.4,True,0.0,False,0.0,0.25,True,0.0,0,False,5,5,C2_ablate_gradual,SS4
SC_1368,C2_ablate_gradual,42,0.6,0.6,False,,True,True,0.4,True,0.0,False,0.0,0.25,True,0.0,0,False,5,5,C2_ablate_gradual,SS4
SC_1368,C2_ablate_gradual,91,0.6,0.6,False,,True,True,0.4,True,0.0,False,0.0,0.25,True,0.0,0,False,5,5,C2_ablate_gradual,SS4
SC_1429,C2_ablate_gradual,17,0.5,0.5,False,,True,True,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4,C2_ablate_gradual,SS4
SC_1429,C2_ablate_gradual,42,0.5,0.5,False,,True,True,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4,C2_ablate_gradual,SS4
SC_1429,C2_ablate_gradual,91,0.5,0.5,False,,True,True,0.0,False,0.0,False,0.0,0.3333333333333333,True,0.0,0,False,4,4,C2_ablate_gradual,SS4
SC_1437,C2_ablate_gradual,17,0.8333333333333334,0.9166666666666666,False,1.0,True,True,0.0,False,0.0,False,0.0,0.18181818181818182,True,0.0,0,False,12,12,C2_ablate_gradual,SS4
SC_1437,C2_ablate_gradual,42,0.8333333333333334,0.9166666666666666,False,1.0,True,True,0.0,False,0.0,False,0.0,0.18181818181818182,True,0.0,0,False,12,12,C2_ablate_gradual,SS4
SC_1437,C2_ablate_gradual,91,0.8333333333333334,0.9166666666666666,False,1.0,True,True,0.0,False,0.0,False,0.0,0.18181818181818182,True,0.0,0,False,12,12,C2_ablate_gradual,SS4
SC_1523,C2_ablate_gradual,17,0.6666666666666666,0.8333333333333334,False,1.0,True,True,0.0,False,0.0,False,0.0,0.2,True,0.0,0,False,6,6,C2_ablate_gradual,SS4
SC_1523,C2_ablate_gradual,42,0.6666666666666666,0.8333333333333334,False,1.0,True,True,0.0,False,0.0,False,0.0,0.2,True,0.0,0,False,6,6,C2_ablate_gradual,SS4
SC_1523,C2_ablate_gradual,91,0.6666666666666666,0.8333333333333334,False,1.0,True,True,0.0,False,0.0,False,0.0,0.2,True,0.0,0,False,6,6,C2_ablate_gradual,SS4
SC_1527,C2_ablate_gradual,17,0.6,0.6,False,,True,True,0.2,True,0.0,False,0.0,0.25,True,0.0,0,False,5,5,C2_ablate_gradual,SS4
SC_1527,C2_ablate_gradual,42,0.6,0.6,False,,True,True,0.2,True,0.0,False,0.0,0.25,True,0.0,0,False,5,5,C2_ablate_gradual,SS4
SC_1527,C2_ablate_gradual,91,0.6,0.6,False,,True,True,0.2,True,0.0,False,0.0,0.25,True,0.0,0,False,5,5,C2_ablate_gradual,SS4
SC_1572,C2_ablate_gradual,17,0.5,0.5,False,,True,True,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4,C2_ablate_gradual,SS4
SC_1572,C2_ablate_gradual,42,0.5,0.5,False,,True,True,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4,C2_ablate_gradual,SS4
SC_1572,C2_ablate_gradual,91,0.5,0.5,False,,True,True,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4,C2_ablate_gradual,SS4
SC_1786,C2_ablate_gradual,17,0.6,0.6,False,1.0,True,True,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5,C2_ablate_gradual,SS4
SC_1786,C2_ablate_gradual,42,0.6,0.6,False,1.0,True,True,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5,C2_ablate_gradual,SS4
SC_1786,C2_ablate_gradual,91,0.6,0.6,False,1.0,True,True,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5,C2_ablate_gradual,SS4
SC_1804,C2_ablate_gradual,17,0.5,0.75,False,1.0,True,True,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4,C2_ablate_gradual,SS4
SC_1804,C2_ablate_gradual,42,0.5,0.75,False,1.0,True,True,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4,C2_ablate_gradual,SS4
SC_1804,C2_ablate_gradual,91,0.5,0.75,False,1.0,True,True,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4,C2_ablate_gradual,SS4
SC_1820,C2_ablate_gradual,17,0.7777777777777778,0.8888888888888888,False,1.0,True,True,0.0,False,0.0,False,0.0,0.125,True,0.0,0,False,9,9,C2_ablate_gradual,SS4
SC_1820,C2_ablate_gradual,42,0.7777777777777778,0.8888888888888888,False,1.0,True,True,0.0,False,0.0,False,0.0,0.125,True,0.0,0,False,9,9,C2_ablate_gradual,SS4
SC_1820,C2_ablate_gradual,91,0.7777777777777778,0.8888888888888888,False,1.0,True,True,0.0,False,0.0,False,0.0,0.125,True,0.0,0,False,9,9,C2_ablate_gradual,SS4
SC_1838,C2_ablate_gradual,17,0.875,0.875,False,,True,True,0.125,True,0.0,False,0.0,0.13333333333333333,True,0.0,0,False,16,16,C2_ablate_gradual,SS4
SC_1838,C2_ablate_gradual,42,0.875,0.875,False,,True,True,0.125,True,0.0,False,0.0,0.13333333333333333,True,0.0,0,False,16,16,C2_ablate_gradual,SS4
SC_1838,C2_ablate_gradual,91,0.875,0.875,False,,True,True,0.125,True,0.0,False,0.0,0.13333333333333333,True,0.0,0,False,16,16,C2_ablate_gradual,SS4
SC_1919,C2_ablate_gradual,17,0.6,0.8,False,1.0,True,True,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5,C2_ablate_gradual,SS4
SC_1919,C2_ablate_gradual,42,0.6,0.8,False,1.0,True,True,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5,C2_ablate_gradual,SS4
SC_1919,C2_ablate_gradual,91,0.6,0.8,False,1.0,True,True,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5,C2_ablate_gradual,SS4
